cep_consultado,api,logradouro,complemento,bairro,localidade,uf,raw_json
59132640,BrasilAPI,Rua Andaluzia,,Pajuçara,Natal,RN,"{'cep': '59132640', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Andaluzia', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2441869', 'latitude': '-5.7342242'}}}"
59132630,BrasilAPI,Rua Aquinópolis,,Pajuçara,Natal,RN,"{'cep': '59132630', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Aquinópolis', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132660,BrasilAPI,Rua dos Incas,,Pajuçara,Natal,RN,"{'cep': '59132660', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua dos Incas', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132650,BrasilAPI,Rua Alto da Graça,,Pajuçara,Natal,RN,"{'cep': '59132650', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Alto da Graça', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132680,BrasilAPI,Rua Três Nações,,Pajuçara,Natal,RN,"{'cep': '59132680', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Três Nações', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132693,BrasilAPI,Travessa Uaçá,,Pajuçara,Natal,RN,"{'cep': '59132693', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Travessa Uaçá', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132670,BrasilAPI,Rua Rio Nilo,,Pajuçara,Natal,RN,"{'cep': '59132670', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Rio Nilo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132691,BrasilAPI,Travessa Jurubatiba,,Pajuçara,Natal,RN,"{'cep': '59132691', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Travessa Jurubatiba', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132692,BrasilAPI,Rua Getsêmane,,Lagoa Azul,Natal,RN,"{'cep': '59132692', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua Getsêmane', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132698,BrasilAPI,Rua Nossa Senhora Aparecida,,Pajuçara,Natal,RN,"{'cep': '59132698', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Nossa Senhora Aparecida', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2407898', 'latitude': '-5.7224688'}}}"
59132694,BrasilAPI,Rua Fernando Lima,,Lagoa Azul,Natal,RN,"{'cep': '59132694', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua Fernando Lima', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132696,BrasilAPI,Rua Flor de Liz,,Pajuçara,Natal,RN,"{'cep': '59132696', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Flor de Liz', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132770,BrasilAPI,Rua Maysa Matarazzo,,Pajuçara,Natal,RN,"{'cep': '59132770', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Maysa Matarazzo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132700,BrasilAPI,Rua Clara Nunes,,Pajuçara,Natal,RN,"{'cep': '59132700', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Clara Nunes', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132710,BrasilAPI,Rua Aracy de Almeida,,Pajuçara,Natal,RN,"{'cep': '59132710', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Aracy de Almeida', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132730,BrasilAPI,Rua Nara Leão,,Pajuçara,Natal,RN,"{'cep': '59132730', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Nara Leão', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132720,BrasilAPI,Rua Elis Regina,,Pajuçara,Natal,RN,"{'cep': '59132720', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Elis Regina', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132760,BrasilAPI,Rua Clementina de Jesus,,Pajuçara,Natal,RN,"{'cep': '59132760', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Clementina de Jesus', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132740,BrasilAPI,Rua Dolores Duran,,Pajuçara,Natal,RN,"{'cep': '59132740', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Dolores Duran', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132780,BrasilAPI,Rua Linda Batista,,Pajuçara,Natal,RN,"{'cep': '59132780', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Linda Batista', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132750,BrasilAPI,Rua Carmem Miranda,,Pajuçara,Natal,RN,"{'cep': '59132750', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Carmem Miranda', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132820,BrasilAPI,Rua Mucurici,,Pajuçara,Natal,RN,"{'cep': '59132820', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Mucurici', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132830,BrasilAPI,Rua Majé,,Pajuçara,Natal,RN,"{'cep': '59132830', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Majé', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59132810,BrasilAPI,Rua Terra Branca,,Pajuçara,Natal,RN,"{'cep': '59132810', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Terra Branca', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2421996', 'latitude': '-5.7233554'}}}"
59132840,BrasilAPI,Rua Ipameri,,Pajuçara,Natal,RN,"{'cep': '59132840', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Ipameri', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133010,BrasilAPI,Avenida Mar Mediterrâneo,,Pajuçara,Natal,RN,"{'cep': '59133010', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Avenida Mar Mediterrâneo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133000,BrasilAPI,Rua Chiquinha Gonzaga,,Pajuçara,Natal,RN,"{'cep': '59133000', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Chiquinha Gonzaga', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133012,BrasilAPI,Travessa Maria da Paixão,,Pajuçara,Natal,RN,"{'cep': '59133012', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Travessa Maria da Paixão', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133040,BrasilAPI,Rua do Xareu,,Pajuçara,Natal,RN,"{'cep': '59133040', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua do Xareu', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133060,BrasilAPI,Rua da Cioba,,Pajuçara,Natal,RN,"{'cep': '59133060', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua da Cioba', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133050,BrasilAPI,Rua da Cavala,,Pajuçara,Natal,RN,"{'cep': '59133050', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua da Cavala', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133070,BrasilAPI,Rua do Dourado,,Pajuçara,Natal,RN,"{'cep': '59133070', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua do Dourado', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133080,BrasilAPI,Rua da Agulha,,Pajuçara,Natal,RN,"{'cep': '59133080', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua da Agulha', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133090,BrasilAPI,Avenida Moema Tinoco da Cunha Lima,,Pajuçara,Natal,RN,"{'cep': '59133090', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Avenida Moema Tinoco da Cunha Lima', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133091,BrasilAPI,Rua Severino Ramos do Nascimento,,Pajuçara,Natal,RN,"{'cep': '59133091', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Severino Ramos do Nascimento', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133092,BrasilAPI,Rua Alto da Colina,,Pajuçara,Natal,RN,"{'cep': '59133092', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Alto da Colina', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133093,BrasilAPI,Travessa Luiz Alves,,Pajuçara,Natal,RN,"{'cep': '59133093', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Travessa Luiz Alves', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133109,BrasilAPI,Rua Solimões,,Pajuçara,Natal,RN,"{'cep': '59133109', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Solimões', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133095,BrasilAPI,Rua Santa Vitória,,Pajuçara,Natal,RN,"{'cep': '59133095', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Santa Vitória', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133110,BrasilAPI,Rua Pesqueira,,Pajuçara,Natal,RN,"{'cep': '59133110', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Pesqueira', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133097,BrasilAPI,Rua Santa Olívia,,Pajuçara,Natal,RN,"{'cep': '59133097', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Santa Olívia', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133113,BrasilAPI,Rua Timbó,,Pajuçara,Natal,RN,"{'cep': '59133113', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Timbó', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133112,BrasilAPI,Rua Chico Serra,,Pajuçara,Natal,RN,"{'cep': '59133112', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Chico Serra', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133115,BrasilAPI,Rua Missionária Noêmia Barbosa Marques,,Pajuçara,Natal,RN,"{'cep': '59133115', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Missionária Noêmia Barbosa Marques', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133116,BrasilAPI,Rua Guilherme Luiz de Macedo,,Pajuçara,Natal,RN,"{'cep': '59133116', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Guilherme Luiz de Macedo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133118,BrasilAPI,Rua Pastor Rivaldo Barreto,,Pajuçara,Natal,RN,"{'cep': '59133118', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Pastor Rivaldo Barreto', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133120,BrasilAPI,Rua Radialista Luiz Cordeiro,,Pajuçara,Natal,RN,"{'cep': '59133120', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Radialista Luiz Cordeiro', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133121,BrasilAPI,Rua Sindicalista Alírio Guerra,,Pajuçara,Natal,RN,"{'cep': '59133121', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Sindicalista Alírio Guerra', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133119,BrasilAPI,Rua Pacaembu,,Pajuçara,Natal,RN,"{'cep': '59133119', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Pacaembu', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133117,BrasilAPI,Rua Missionária Celina Bezerra,,Pajuçara,Natal,RN,"{'cep': '59133117', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Missionária Celina Bezerra', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133134,BrasilAPI,Rua Vilma de Farias,,Pajuçara,Natal,RN,"{'cep': '59133134', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Vilma de Farias', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133122,BrasilAPI,Rua Mané Garrincha,,Pajuçara,Natal,RN,"{'cep': '59133122', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Mané Garrincha', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133124,BrasilAPI,Rua Padre Elaído,,Pajuçara,Natal,RN,"{'cep': '59133124', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Padre Elaído', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133123,BrasilAPI,Rua das Várzeas,,Pajuçara,Natal,RN,"{'cep': '59133123', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua das Várzeas', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133130,BrasilAPI,Rua Flor do Paraíso,,Pajuçara,Natal,RN,"{'cep': '59133130', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Flor do Paraíso', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133129,BrasilAPI,Rua das Orquídeas,,Pajuçara,Natal,RN,"{'cep': '59133129', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua das Orquídeas', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133125,BrasilAPI,Rua João Alves de Santana,,Pajuçara,Natal,RN,"{'cep': '59133125', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua João Alves de Santana', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133133,BrasilAPI,Rua Vila Real,,Pajuçara,Natal,RN,"{'cep': '59133133', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Vila Real', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133128,BrasilAPI,Rua Girassol,,Pajuçara,Natal,RN,"{'cep': '59133128', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Girassol', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133131,BrasilAPI,Rua da Floresta,,Pajuçara,Natal,RN,"{'cep': '59133131', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua da Floresta', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133155,BrasilAPI,Rua Jorge Tavares da Silva,,Pajuçara,Natal,RN,"{'cep': '59133155', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Jorge Tavares da Silva', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133132,BrasilAPI,Rua Souza,,Pajuçara,Natal,RN,"{'cep': '59133132', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Souza', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133138,BrasilAPI,Rua Ulisses Guimarães,,Pajuçara,Natal,RN,"{'cep': '59133138', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Ulisses Guimarães', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133135,BrasilAPI,Rua Adauto Freire da Silva,,Pajuçara,Natal,RN,"{'cep': '59133135', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Adauto Freire da Silva', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133140,BrasilAPI,Rua Açude Sabugi,,Pajuçara,Natal,RN,"{'cep': '59133140', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude Sabugi', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133142,BrasilAPI,Rua José Batista de Souto,,Pajuçara,Natal,RN,"{'cep': '59133142', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua José Batista de Souto', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133165,BrasilAPI,Rua José Ferreira de Araújo,,Pajuçara,Natal,RN,"{'cep': '59133165', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua José Ferreira de Araújo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133170,BrasilAPI,Rua Açude Tourão,,Pajuçara,Natal,RN,"{'cep': '59133170', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude Tourão', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133150,BrasilAPI,Rua Açude Cruzeta,,Pajuçara,Natal,RN,"{'cep': '59133150', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude Cruzeta', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2343687', 'latitude': '-5.7409859'}}}"
59133145,BrasilAPI,Rua Abel Fernandes da Costa,,Pajuçara,Natal,RN,"{'cep': '59133145', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Abel Fernandes da Costa', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133180,BrasilAPI,Rua Açude Poço Branco,,Pajuçara,Natal,RN,"{'cep': '59133180', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude Poço Branco', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133160,BrasilAPI,Rua Açude Japi,,Pajuçara,Natal,RN,"{'cep': '59133160', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude Japi', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133175,BrasilAPI,Rua Jorge Varela Santiago,,Pajuçara,Natal,RN,"{'cep': '59133175', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Jorge Varela Santiago', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133210,BrasilAPI,Rua Açude Marechal Rondon,,Pajuçara,Natal,RN,"{'cep': '59133210', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude Marechal Rondon', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133190,BrasilAPI,Rua Açude Flechas,,Pajuçara,Natal,RN,"{'cep': '59133190', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude Flechas', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133185,BrasilAPI,Rua Pintor Olavo Medeiros,,Pajuçara,Natal,RN,"{'cep': '59133185', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Pintor Olavo Medeiros', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133230,BrasilAPI,Rua Açude Castelo Branco,,Pajuçara,Natal,RN,"{'cep': '59133230', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude Castelo Branco', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2328573', 'latitude': '-5.7386023'}}}"
59133220,BrasilAPI,Rua Açude do Imbuzeiro,,Pajuçara,Natal,RN,"{'cep': '59133220', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude do Imbuzeiro', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133200,BrasilAPI,Rua Açude Mendobim,,Pajuçara,Natal,RN,"{'cep': '59133200', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude Mendobim', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2332059', 'latitude': '-5.7396568'}}}"
59133232,BrasilAPI,Rua Ayrton Senna,,Pajuçara,Natal,RN,"{'cep': '59133232', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Ayrton Senna', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133245,BrasilAPI,Rua Jardim Brasil,,Pajuçara,Natal,RN,"{'cep': '59133245', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Jardim Brasil', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133240,BrasilAPI,Rua Açude Campo Redondo,,Pajuçara,Natal,RN,"{'cep': '59133240', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude Campo Redondo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133250,BrasilAPI,Rua Açude Cacimba de Cima,,Pajuçara,Natal,RN,"{'cep': '59133250', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude Cacimba de Cima', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133260,BrasilAPI,Rua Açude do Gavião,,Pajuçara,Natal,RN,"{'cep': '59133260', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude do Gavião', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133264,BrasilAPI,Rua Lírio dos Vales,,Pajuçara,Natal,RN,"{'cep': '59133264', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Lírio dos Vales', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133263,BrasilAPI,Rua Paulo Freire,,Pajuçara,Natal,RN,"{'cep': '59133263', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Paulo Freire', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133268,BrasilAPI,Rua das Laranjeiras,,Pajuçara,Natal,RN,"{'cep': '59133268', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua das Laranjeiras', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133266,BrasilAPI,Rua Dunas VI,,Pajuçara,Natal,RN,"{'cep': '59133266', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Dunas VI', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133270,BrasilAPI,Rua Açude de Angicos,,Pajuçara,Natal,RN,"{'cep': '59133270', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude de Angicos', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2315430', 'latitude': '-5.7376353'}}}"
59133275,BrasilAPI,Rua Professor Francisco Canindé Marques,,Pajuçara,Natal,RN,"{'cep': '59133275', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Professor Francisco Canindé Marques', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133265,BrasilAPI,Rua Francisco Morato,,Pajuçara,Natal,RN,"{'cep': '59133265', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Francisco Morato', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133273,BrasilAPI,Rua Menino Jesus,,Pajuçara,Natal,RN,"{'cep': '59133273', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Menino Jesus', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133295,BrasilAPI,Rua Técnico Agrícola Meira e Sá Neto,,Pajuçara,Natal,RN,"{'cep': '59133295', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Técnico Agrícola Meira e Sá Neto', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133279,BrasilAPI,Rua Raimunda Ribeiro de Lima,,Pajuçara,Natal,RN,"{'cep': '59133279', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Raimunda Ribeiro de Lima', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133278,BrasilAPI,Rua Artur Medeiros de Lima,,Pajuçara,Natal,RN,"{'cep': '59133278', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Artur Medeiros de Lima', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133323,BrasilAPI,Rua Diego Góis,,Pajuçara,Natal,RN,"{'cep': '59133323', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Diego Góis', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2311224', 'latitude': '-5.7330138'}}}"
