cep_consultado,api,logradouro,complemento,bairro,localidade,uf,raw_json
59133302,BrasilAPI,Rua José Miranda da Silva,,Pajuçara,Natal,RN,"{'cep': '59133302', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua José Miranda da Silva', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133303,BrasilAPI,Rua Pastor João Pedro,,Pajuçara,Natal,RN,"{'cep': '59133303', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Pastor João Pedro', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133300,BrasilAPI,Avenida Barragem Armando Ribeiro,,Pajuçara,Natal,RN,"{'cep': '59133300', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Avenida Barragem Armando Ribeiro', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133290,BrasilAPI,Rua Açude de Pataxó,,Pajuçara,Natal,RN,"{'cep': '59133290', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude de Pataxó', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133305,BrasilAPI,Rua Canto da Floresta,,Pajuçara,Natal,RN,"{'cep': '59133305', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Canto da Floresta', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133304,BrasilAPI,Rua Santo Cristo,,Pajuçara,Natal,RN,"{'cep': '59133304', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Santo Cristo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133280,BrasilAPI,Rua Açude de Ouro Branco,,Pajuçara,Natal,RN,"{'cep': '59133280', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude de Ouro Branco', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133324,BrasilAPI,Rua Francisco Bernardo da Silva,,Pajuçara,Natal,RN,"{'cep': '59133324', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Francisco Bernardo da Silva', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133310,BrasilAPI,Rua Açude Gargalheira,,Pajuçara,Natal,RN,"{'cep': '59133310', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude Gargalheira', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133332,BrasilAPI,Rua Pedro de Oliveira,,Pajuçara,Natal,RN,"{'cep': '59133332', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Pedro de Oliveira', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133320,BrasilAPI,Rua Açude Santa Cruz,,Pajuçara,Natal,RN,"{'cep': '59133320', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude Santa Cruz', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133315,BrasilAPI,Rua Desportista Raimundo Nonato Pereira,,Pajuçara,Natal,RN,"{'cep': '59133315', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Desportista Raimundo Nonato Pereira', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133333,BrasilAPI,Rua Maria Albaniza,,Pajuçara,Natal,RN,"{'cep': '59133333', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Maria Albaniza', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133327,BrasilAPI,Rua Vinte de Novembro,,Pajuçara,Natal,RN,"{'cep': '59133327', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Vinte de Novembro', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2318551', 'latitude': '-5.7338593'}}}"
59133338,BrasilAPI,Rua Jardim das Oliveiras,,Pajuçara,Natal,RN,"{'cep': '59133338', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Jardim das Oliveiras', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133325,BrasilAPI,Rua Corretor Tereza Cristina,,Pajuçara,Natal,RN,"{'cep': '59133325', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Corretor Tereza Cristina', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133326,BrasilAPI,Rua Paulo Dantas,,Pajuçara,Natal,RN,"{'cep': '59133326', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Paulo Dantas', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133342,BrasilAPI,Rua Jardim Botânico,,Pajuçara,Natal,RN,"{'cep': '59133342', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Jardim Botânico', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133341,BrasilAPI,Rua Maria Vânia Costa,,Pajuçara,Natal,RN,"{'cep': '59133341', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Maria Vânia Costa', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133330,BrasilAPI,Rua Açude Trairi,,Pajuçara,Natal,RN,"{'cep': '59133330', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude Trairi', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133335,BrasilAPI,Rua Estrela da Manhã,,Pajuçara,Natal,RN,"{'cep': '59133335', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Estrela da Manhã', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2322829', 'latitude': '-5.7372127'}}}"
59133337,BrasilAPI,Rua El Shaday,,Pajuçara,Natal,RN,"{'cep': '59133337', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua El Shaday', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133345,BrasilAPI,Rua Efraim Veras,,Pajuçara,Natal,RN,"{'cep': '59133345', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Efraim Veras', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133347,BrasilAPI,Rua Maria da Paixão,,Pajuçara,Natal,RN,"{'cep': '59133347', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Maria da Paixão', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133339,BrasilAPI,Rua Nossa Senhora da Guia,,Pajuçara,Natal,RN,"{'cep': '59133339', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Nossa Senhora da Guia', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133340,BrasilAPI,Rua Açude de Itans,,Pajuçara,Natal,RN,"{'cep': '59133340', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude de Itans', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133360,BrasilAPI,Rua Açude Santa Rita de Cássia,,Pajuçara,Natal,RN,"{'cep': '59133360', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude Santa Rita de Cássia', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133350,BrasilAPI,Rua Açude do Alívio,,Pajuçara,Natal,RN,"{'cep': '59133350', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Açude do Alívio', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133362,BrasilAPI,Rua Ferreira de Souza,,Pajuçara,Natal,RN,"{'cep': '59133362', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Ferreira de Souza', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133365,BrasilAPI,Rua Caminho de Areia,,Pajuçara,Natal,RN,"{'cep': '59133365', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Caminho de Areia', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133355,BrasilAPI,Rua Demário Góis,,Pajuçara,Natal,RN,"{'cep': '59133355', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Demário Góis', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133367,BrasilAPI,Rua Nossa Senhora das Graças,,Pajuçara,Natal,RN,"{'cep': '59133367', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Nossa Senhora das Graças', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2299498', 'latitude': '-5.7367807'}}}"
59133373,BrasilAPI,Rua Nova República,,Pajuçara,Natal,RN,"{'cep': '59133373', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Nova República', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133372,BrasilAPI,Rua São Vicente,,Pajuçara,Natal,RN,"{'cep': '59133372', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua São Vicente', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133375,BrasilAPI,Rua Maria Lúcia,,Pajuçara,Natal,RN,"{'cep': '59133375', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Maria Lúcia', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133377,BrasilAPI,Rua Professora Maria Geni Costa,,Pajuçara,Natal,RN,"{'cep': '59133377', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Professora Maria Geni Costa', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133376,BrasilAPI,Rua Carteiro Agnaldo,,Pajuçara,Natal,RN,"{'cep': '59133376', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Carteiro Agnaldo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133380,BrasilAPI,Avenida Mar do Leste,,Pajuçara,Natal,RN,"{'cep': '59133380', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Avenida Mar do Leste', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133378,BrasilAPI,Rua Ellyon,,Pajuçara,Natal,RN,"{'cep': '59133378', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Ellyon', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133381,BrasilAPI,Rua São Luiz,,Pajuçara,Natal,RN,"{'cep': '59133381', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua São Luiz', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133382,BrasilAPI,Rua Pintor Daniel,,Pajuçara,Natal,RN,"{'cep': '59133382', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Pintor Daniel', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133384,BrasilAPI,Rua Carteiro Manoel Neto,,Pajuçara,Natal,RN,"{'cep': '59133384', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Carteiro Manoel Neto', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133385,BrasilAPI,Rua Maestro Haroldo Santana,,Pajuçara,Natal,RN,"{'cep': '59133385', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Maestro Haroldo Santana', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133395,BrasilAPI,Rua Isabel Barbosa da Silva,,Pajuçara,Natal,RN,"{'cep': '59133395', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Isabel Barbosa da Silva', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133560,BrasilAPI,Rua Lindolfo Gomes Vidal,,Pajuçara,Natal,RN,"{'cep': '59133560', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Lindolfo Gomes Vidal', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133510,BrasilAPI,Rua Francisco Rodrigues Alves,,Pajuçara,Natal,RN,"{'cep': '59133510', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Francisco Rodrigues Alves', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133640,BrasilAPI,Rua José Vicente Dias de Araújo,,Pajuçara,Natal,RN,"{'cep': '59133640', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua José Vicente Dias de Araújo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133386,BrasilAPI,Rua Maestro Edson Garcia,,Pajuçara,Natal,RN,"{'cep': '59133386', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Maestro Edson Garcia', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133600,BrasilAPI,Rua Pedro Pinheiro da Luz,,Pajuçara,Natal,RN,"{'cep': '59133600', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Pedro Pinheiro da Luz', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133420,BrasilAPI,Rua Primavera,,Lagoa Azul,Natal,RN,"{'cep': '59133420', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua Primavera', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59134000,BrasilAPI,Estrada Professora Alice Rodrigues,,Lagoa Azul,Natal,RN,"{'cep': '59134000', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Estrada Professora Alice Rodrigues', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133440,BrasilAPI,Rua Leto Barreto,,Lagoa Azul,Natal,RN,"{'cep': '59133440', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua Leto Barreto', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133400,BrasilAPI,Rua Desportista José Augusto de Freitas,,Pajuçara,Natal,RN,"{'cep': '59133400', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Desportista José Augusto de Freitas', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59134015,BrasilAPI,Rua da Igreja,,Lagoa Azul,Natal,RN,"{'cep': '59134015', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua da Igreja', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133500,BrasilAPI,Rua William Marinho de Leiros,,Pajuçara,Natal,RN,"{'cep': '59133500', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua William Marinho de Leiros', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133540,BrasilAPI,Rua Professora Creuza Aguiar,,Pajuçara,Natal,RN,"{'cep': '59133540', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Professora Creuza Aguiar', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2280614', 'latitude': '-5.7457370'}}}"
59134100,BrasilAPI,Rua dos Pioneiros,,Lagoa Azul,Natal,RN,"{'cep': '59134100', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua dos Pioneiros', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59134060,BrasilAPI,Rua Josivaldo Gomes,,Lagoa Azul,Natal,RN,"{'cep': '59134060', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua Josivaldo Gomes', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133430,BrasilAPI,Rua Inês Barbosa,,Lagoa Azul,Natal,RN,"{'cep': '59133430', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua Inês Barbosa', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133410,BrasilAPI,Rua Luiz Valentim,,Lagoa Azul,Natal,RN,"{'cep': '59133410', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua Luiz Valentim', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133460,BrasilAPI,Rua Recife,,Lagoa Azul,Natal,RN,"{'cep': '59133460', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua Recife', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133450,BrasilAPI,Rua Thaynara Barreto,,Lagoa Azul,Natal,RN,"{'cep': '59133450', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua Thaynara Barreto', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133470,BrasilAPI,Rua Roberto Júnior,,Lagoa Azul,Natal,RN,"{'cep': '59133470', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua Roberto Júnior', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133550,BrasilAPI,Rua Francisco Teixeira Rocha,,Pajuçara,Natal,RN,"{'cep': '59133550', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua Francisco Teixeira Rocha', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59133620,BrasilAPI,Rua José Procópio Filgueira Neto,,Pajuçara,Natal,RN,"{'cep': '59133620', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Pajuçara', 'street': 'Rua José Procópio Filgueira Neto', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59134141,BrasilAPI,Travessa Lagoa Bonita,,Lagoa Azul,Natal,RN,"{'cep': '59134141', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Travessa Lagoa Bonita', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59134125,BrasilAPI,Rua Virgínia Pires Cunha,,Lagoa Azul,Natal,RN,"{'cep': '59134125', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua Virgínia Pires Cunha', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59134045,BrasilAPI,Rua João Leão Fernandes,,Lagoa Azul,Natal,RN,"{'cep': '59134045', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua João Leão Fernandes', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59134140,BrasilAPI,Rua José Belém,,Lagoa Azul,Natal,RN,"{'cep': '59134140', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua José Belém', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59134020,BrasilAPI,Rua Missão de Cristo,,Lagoa Azul,Natal,RN,"{'cep': '59134020', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua Missão de Cristo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59134040,BrasilAPI,Rua Shalom,,Lagoa Azul,Natal,RN,"{'cep': '59134040', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua Shalom', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59134121,BrasilAPI,Travessa Lagoa do Pitangui,,Lagoa Azul,Natal,RN,"{'cep': '59134121', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Travessa Lagoa do Pitangui', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59134128,BrasilAPI,Travessa Palmeiras,,Lagoa Azul,Natal,RN,"{'cep': '59134128', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Travessa Palmeiras', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59134122,BrasilAPI,Travessa Lagoa de Apodi,,Lagoa Azul,Natal,RN,"{'cep': '59134122', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Travessa Lagoa de Apodi', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59135000,BrasilAPI,Avenida Bumba-Meu-Boi,,Lagoa Azul,Natal,RN,"{'cep': '59135000', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Avenida Bumba-Meu-Boi', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2556558', 'latitude': '-5.7354967'}}}"
59135020,BrasilAPI,Rua do Misticismo,,Lagoa Azul,Natal,RN,"{'cep': '59135020', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua do Misticismo', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59135010,BrasilAPI,Rua dos Amuletos,,Lagoa Azul,Natal,RN,"{'cep': '59135010', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua dos Amuletos', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59135030,BrasilAPI,Rua Canudos,,Lagoa Azul,Natal,RN,"{'cep': '59135030', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua Canudos', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
59135050,BrasilAPI,Rua dos Milagres,,Lagoa Azul,Natal,RN,"{'cep': '59135050', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua dos Milagres', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {'longitude': '-35.2578096', 'latitude': '-5.7339137'}}}"
59135040,BrasilAPI,Rua Conselheiro Antônio,,Lagoa Azul,Natal,RN,"{'cep': '59135040', 'state': 'RN', 'city': 'Natal', 'neighborhood': 'Lagoa Azul', 'street': 'Rua Conselheiro Antônio', 'service': 'open-cep', 'location': {'type': 'Point', 'coordinates': {}}}"
